categoria,region,fecha,variacion_mensual,variacion_interanual,indice,origen,unidad_medida,precio_promedio
"Azúcar, dulces, chocolate, golosinas, etc,",Región Pampeana,2023-08,12.3,162.9,,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc,",Región Pampeana,2023-09,16.6,183.0,,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc,",Región Pampeana,2023-10,10.9,195.9,,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc,",Región Pampeana,2023-11,11.9,215.4,,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc,",Región Pampeana,2023-12,22.3,269.8,,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc,",Región Pampeana,2024-01,24.6,335.3,,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc,",Región Pampeana,2024-02,8.0,343.3,,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc,",Región Pampeana,2024-03,5.5,331.1,,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc,",Región Pampeana,2024-04,1.7,296.2,,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc,",Región Pampeana,2024-05,1.0,255.8,,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc,",Región Pampeana,2024-06,1.2,219.2,,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc,",Región Pampeana,2024-07,2.5,200.3,,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc,",Región Pampeana,2024-08,3.5,176.9,,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc,",Región Pampeana,2024-09,3.2,145.0,,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc,",Región Pampeana,2024-10,2.8,127.3,,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc,",Región Pampeana,2024-11,2.8,108.7,,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc,",Región Pampeana,2024-12,4.0,77.6,,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc,",Región Pampeana,2025-01,2.2,45.6,,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc,",Región Pampeana,2025-02,2.0,37.5,,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc,",Región Pampeana,2025-03,1.4,32.3,,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc,",Región Pampeana,2025-04,2.3,33.0,,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc,",Región Pampeana,2025-05,1.8,34.1,,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc,",Región Pampeana,2025-06,1.5,34.5,,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc,",Región Pampeana,2025-07,1.1,32.6,,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc,",Región Pampeana,2025-08,1.5,29.9,,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc,",Región Pampeana,2025-09,2.2,28.6,,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc,",Región Patagonia,2017-01,3.4,,,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc,",Región Patagonia,2017-02,0.6,,,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc,",Región Patagonia,2017-03,1.6,,,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc,",Región Patagonia,2017-04,2.7,,,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc,",Región Patagonia,2017-05,1.2,,,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc,",Región Patagonia,2017-06,2.0,,,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc,",Región Patagonia,2017-07,2.2,,,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc,",Región Patagonia,2017-08,1.2,,,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc,",Región Patagonia,2017-09,0.9,,,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc,",Región Patagonia,2017-10,1.6,,,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc,",Región Patagonia,2017-11,1.6,,,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc,",Región Patagonia,2017-12,1.4,22.3,,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc,",Región Patagonia,2018-01,1.9,20.5,,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc,",Región Patagonia,2018-02,1.3,21.3,,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc,",Región Patagonia,2018-03,3.5,23.6,,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc,",Región Patagonia,2018-04,1.0,21.5,,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc,",Región Patagonia,2018-05,3.0,23.7,,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc,",Región Patagonia,2018-06,4.5,26.6,,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc,",Región Patagonia,2018-07,1.9,26.3,,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc,",Región Patagonia,2018-08,2.3,27.7,,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc,",Región Patagonia,2018-09,5.5,33.5,,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc,",Región Patagonia,2018-10,6.7,40.3,,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc,",Región Patagonia,2018-11,3.9,43.4,,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc,",Región Patagonia,2018-12,3.3,46.1,,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc,",Región Patagonia,2019-01,4.3,49.5,,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc,",Región Patagonia,2019-02,1.5,49.9,,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc,",Región Patagonia,2019-03,4.1,50.9,,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc,",Región Patagonia,2019-04,4.3,55.8,,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc,",Región Patagonia,2019-05,3.2,56.1,,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc,",Región Patagonia,2019-06,3.9,55.2,,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc,",Región Patagonia,2019-07,3.1,57.0,,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc,",Región Patagonia,2019-08,3.5,58.9,,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc,",Región Patagonia,2019-09,5.5,59.0,,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc,",Región Patagonia,2019-10,4.2,55.2,,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc,",Región Patagonia,2019-11,4.9,56.7,,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc,",Región Patagonia,2019-12,6.7,61.9,,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc,",Región Patagonia,2020-01,5.5,63.8,,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc,",Región Patagonia,2020-02,4.9,69.2,,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc,",Región Patagonia,2020-03,3.7,68.5,,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc,",Región Patagonia,2020-04,0.8,62.8,,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc,",Región Patagonia,2020-05,1.1,59.6,,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc,",Región Patagonia,2020-06,1.2,55.4,,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc,",Región Patagonia,2020-07,2.1,53.9,,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc,",Región Patagonia,2020-08,4.3,55.0,,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc,",Región Patagonia,2020-09,0.7,48.0,,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc,",Región Patagonia,2020-10,0.9,43.3,,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc,",Región Patagonia,2020-11,3.2,41.0,,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc,",Región Patagonia,2020-12,1.6,34.3,,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc,",Región Patagonia,2021-01,3.3,31.4,,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc,",Región Patagonia,2021-02,4.1,30.5,,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc,",Región Patagonia,2021-03,2.7,29.1,,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc,",Región Patagonia,2021-04,3.6,32.7,,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc,",Región Patagonia,2021-05,2.7,34.8,,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc,",Región Patagonia,2021-06,3.2,37.5,,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc,",Región Patagonia,2021-07,4.8,41.0,,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc,",Región Patagonia,2021-08,4.0,40.6,,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc,",Región Patagonia,2021-09,4.4,45.7,,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc,",Región Patagonia,2021-10,2.6,48.2,,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc,",Región Patagonia,2021-11,0.8,44.6,,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc,",Región Patagonia,2021-12,3.9,47.9,,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc,",Región Patagonia,2022-01,4.5,49.6,,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc,",Región Patagonia,2022-02,2.7,47.7,,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc,",Región Patagonia,2022-03,8.2,55.6,,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc,",Región Patagonia,2022-04,5.1,57.9,,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc,",Región Patagonia,2022-05,4.5,60.6,,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc,",Región Patagonia,2022-06,6.4,65.7,,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc,",Región Patagonia,2022-07,7.9,70.7,,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc,",Región Patagonia,2022-08,10.2,80.9,,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc,",Región Patagonia,2022-09,8.4,87.8,,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc,",Región Patagonia,2022-10,7.3,96.3,,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc,",Región Patagonia,2022-11,5.9,106.4,,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc,",Región Patagonia,2022-12,4.0,106.7,,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc,",Región Patagonia,2023-01,4.4,106.5,,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc,",Región Patagonia,2023-02,5.7,112.5,,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc,",Región Patagonia,2023-03,6.8,109.7,,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc,",Región Patagonia,2023-04,9.1,117.6,,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc,",Región Patagonia,2023-05,9.8,128.8,,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc,",Región Patagonia,2023-06,17.8,153.1,,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc,",Región Patagonia,2023-07,15.1,170.0,,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc,",Región Patagonia,2023-08,11.4,172.8,,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc,",Región Patagonia,2023-09,15.2,190.0,,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc,",Región Patagonia,2023-10,11.8,202.3,,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc,",Región Patagonia,2023-11,10.3,214.7,,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc,",Región Patagonia,2023-12,19.7,262.2,,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc,",Región Patagonia,2024-01,32.6,360.0,,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc,",Región Patagonia,2024-02,7.5,367.9,,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc,",Región Patagonia,2024-03,3.8,354.9,,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc,",Región Patagonia,2024-04,3.5,331.9,,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc,",Región Patagonia,2024-05,2.8,304.1,,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc,",Región Patagonia,2024-06,2.8,252.9,,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc,",Región Patagonia,2024-07,1.9,212.5,,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc,",Región Patagonia,2024-08,2.0,186.1,,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc,",Región Patagonia,2024-09,2.5,154.5,,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc,",Región Patagonia,2024-10,3.0,134.4,,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc,",Región Patagonia,2024-11,2.0,116.9,,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc,",Región Patagonia,2024-12,3.1,86.8,,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc,",Región Patagonia,2025-01,2.7,44.8,,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc,",Región Patagonia,2025-02,3.0,38.6,,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc,",Región Patagonia,2025-03,1.3,35.3,,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc,",Región Patagonia,2025-04,3.1,34.8,,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc,",Región Patagonia,2025-05,1.8,33.4,,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc,",Región Patagonia,2025-06,1.5,31.7,,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc,",Región Patagonia,2025-07,1.9,31.6,,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc,",Región Patagonia,2025-08,0.6,29.9,,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc,",Región Patagonia,2025-09,1.9,29.2,,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Cuyo,2016-12,,,100.0,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Cuyo,2017-01,,,102.6788,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Cuyo,2017-02,,,103.6017,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Cuyo,2017-03,,,106.6793,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Cuyo,2017-04,,,108.6769,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Cuyo,2017-05,,,108.6712,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Cuyo,2017-06,,,113.6316,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Cuyo,2017-07,,,113.6089,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Cuyo,2017-08,,,115.0368,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Cuyo,2017-09,,,117.3172,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Cuyo,2017-10,,,119.3179,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Cuyo,2017-11,,,122.5495,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Cuyo,2017-12,,,126.5159,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Cuyo,2018-01,,,129.5099,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Cuyo,2018-02,,,132.0267,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Cuyo,2018-03,,,132.7791,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Cuyo,2018-04,,,136.6023,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Cuyo,2018-05,,,138.7638,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Cuyo,2018-06,,,143.5153,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Cuyo,2018-07,,,147.4876,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Cuyo,2018-08,,,152.3397,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Cuyo,2018-09,,,160.8305,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Cuyo,2018-10,,,169.8266,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Cuyo,2018-11,,,174.8674,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Cuyo,2018-12,,,180.9091,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Cuyo,2019-01,,,183.547,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Cuyo,2019-02,,,188.0371,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Cuyo,2019-03,,,197.706,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Cuyo,2019-04,,,206.0454,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Cuyo,2019-05,,,216.5638,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Cuyo,2019-06,,,222.5728,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Cuyo,2019-07,,,230.149,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Cuyo,2019-08,,,239.3098,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Cuyo,2019-09,,,251.2791,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Cuyo,2019-10,,,262.0386,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Cuyo,2019-11,,,274.6901,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Cuyo,2019-12,,,290.1501,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Cuyo,2020-01,,,315.6869,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Cuyo,2020-02,,,340.8888,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Cuyo,2020-03,,,349.5893,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Cuyo,2020-04,,,352.4071,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Cuyo,2020-05,,,357.4394,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Cuyo,2020-06,,,359.523,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Cuyo,2020-07,,,369.6213,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Cuyo,2020-08,,,376.8001,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Cuyo,2020-09,,,381.0661,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Cuyo,2020-10,,,390.6771,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Cuyo,2020-11,,,400.5417,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Cuyo,2020-12,,,407.3724,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Cuyo,2021-01,,,414.3308,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Cuyo,2021-02,,,432.5948,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Cuyo,2021-03,,,444.185,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Cuyo,2021-04,,,462.3284,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Cuyo,2021-05,,,477.4591,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Cuyo,2021-06,,,481.5349,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Cuyo,2021-07,,,495.8835,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Cuyo,2021-08,,,513.2893,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Cuyo,2021-09,,,530.8958,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Cuyo,2021-10,,,555.2715,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Cuyo,2021-11,,,570.1785,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Cuyo,2021-12,,,581.8344,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Cuyo,2022-01,,,613.2301,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Cuyo,2022-02,,,647.8177,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Cuyo,2022-03,,,700.2852,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Cuyo,2022-04,,,744.3315,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Cuyo,2022-05,,,780.0617,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Cuyo,2022-06,,,832.2966,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Cuyo,2022-07,,,917.8234,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Cuyo,2022-08,,,1045.7067,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Cuyo,2022-09,,,1151.8353,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Cuyo,2022-10,,,1201.6594,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Cuyo,2022-11,,,1255.4386,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Cuyo,2022-12,,,1309.7968,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Cuyo,2023-01,,,1375.0679,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Cuyo,2023-02,,,1444.6315,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Cuyo,2023-03,,,1599.3482,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Cuyo,2023-04,,,1748.646,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Cuyo,2023-05,,,2061.1854,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Cuyo,2023-06,,,2346.9747,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Cuyo,2023-07,,,2594.7161,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Cuyo,2023-08,,,2907.7698,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Cuyo,2023-09,,,3438.9936,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Cuyo,2023-10,,,3820.5192,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Cuyo,2023-11,,,4253.2215,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Cuyo,2023-12,,,5100.4559,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Cuyo,2024-01,,,6000.4166,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Cuyo,2024-02,,,6449.6043,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Cuyo,2024-03,,,6661.8856,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Cuyo,2024-04,,,6627.3828,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Cuyo,2024-05,,,6540.6763,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Cuyo,2024-06,,,6644.7849,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Cuyo,2024-07,,,6810.9767,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Cuyo,2024-08,,,7002.8147,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Cuyo,2024-09,,,7177.7058,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Cuyo,2024-10,,,7320.4766,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Cuyo,2024-11,,,7525.0749,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Cuyo,2024-12,,,7753.0596,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Cuyo,2025-01,,,8204.1543,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Cuyo,2025-02,,,8312.7988,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Cuyo,2025-03,,,8535.9195,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Cuyo,2025-04,,,8555.718,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Cuyo,2025-05,,,8728.7991,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Cuyo,2025-06,,,8782.8764,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Cuyo,2025-07,,,8922.0887,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Cuyo,2025-08,,,9126.3773,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Cuyo,2025-09,,,9355.2845,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noreste,2016-12,,,100.0,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noreste,2017-01,,,102.7023,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noreste,2017-02,,,106.2349,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noreste,2017-03,,,109.4491,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noreste,2017-04,,,110.9821,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noreste,2017-05,,,112.4478,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noreste,2017-06,,,115.6349,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noreste,2017-07,,,116.7224,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noreste,2017-08,,,117.0144,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noreste,2017-09,,,118.8946,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noreste,2017-10,,,121.394,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noreste,2017-11,,,123.7755,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noreste,2017-12,,,125.5343,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noreste,2018-01,,,126.9673,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noreste,2018-02,,,130.5265,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noreste,2018-03,,,133.8873,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noreste,2018-04,,,137.6649,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noreste,2018-05,,,140.6568,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noreste,2018-06,,,145.6071,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noreste,2018-07,,,146.8463,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noreste,2018-08,,,148.8778,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noreste,2018-09,,,159.2351,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noreste,2018-10,,,167.5682,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noreste,2018-11,,,172.9492,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noreste,2018-12,,,178.4059,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noreste,2019-01,,,189.0525,variaciones,,
