categoria,region,fecha,variacion_mensual,variacion_interanual,indice,origen,unidad_medida,precio_promedio
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noreste,2019-02,,,195.2135,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noreste,2019-03,,,201.8698,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noreste,2019-04,,,211.692,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noreste,2019-05,,,220.6143,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noreste,2019-06,,,227.2604,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noreste,2019-07,,,231.5789,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noreste,2019-08,,,242.0451,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noreste,2019-09,,,259.298,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noreste,2019-10,,,266.8014,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noreste,2019-11,,,279.4644,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noreste,2019-12,,,298.1515,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noreste,2020-01,,,325.9081,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noreste,2020-02,,,355.2062,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noreste,2020-03,,,374.7773,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noreste,2020-04,,,380.7876,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noreste,2020-05,,,383.6384,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noreste,2020-06,,,387.0561,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noreste,2020-07,,,390.9198,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noreste,2020-08,,,403.7216,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noreste,2020-09,,,402.7787,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noreste,2020-10,,,405.7954,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noreste,2020-11,,,414.3076,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noreste,2020-12,,,425.1192,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noreste,2021-01,,,431.3976,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noreste,2021-02,,,444.6014,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noreste,2021-03,,,446.6779,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noreste,2021-04,,,459.2324,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noreste,2021-05,,,468.5384,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noreste,2021-06,,,482.1639,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noreste,2021-07,,,508.0319,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noreste,2021-08,,,531.8058,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noreste,2021-09,,,562.0958,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noreste,2021-10,,,583.2624,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noreste,2021-11,,,593.7623,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noreste,2021-12,,,612.8848,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noreste,2022-01,,,632.7066,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noreste,2022-02,,,663.8005,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noreste,2022-03,,,709.2734,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noreste,2022-04,,,752.2395,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noreste,2022-05,,,813.3119,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noreste,2022-06,,,882.1737,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noreste,2022-07,,,988.7329,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noreste,2022-08,,,1161.4606,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noreste,2022-09,,,1268.6475,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noreste,2022-10,,,1308.3664,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noreste,2022-11,,,1367.4261,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noreste,2022-12,,,1406.7221,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noreste,2023-01,,,1514.2968,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noreste,2023-02,,,1627.1578,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noreste,2023-03,,,1799.301,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noreste,2023-04,,,2022.5427,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noreste,2023-05,,,2370.1283,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noreste,2023-06,,,2781.3609,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noreste,2023-07,,,2986.4218,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noreste,2023-08,,,3534.8195,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noreste,2023-09,,,4128.705,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noreste,2023-10,,,4455.3597,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noreste,2023-11,,,4879.6166,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noreste,2023-12,,,5693.3667,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noreste,2024-01,,,6700.24,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noreste,2024-02,,,6874.2887,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noreste,2024-03,,,6910.8267,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noreste,2024-04,,,7038.1573,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noreste,2024-05,,,6849.0381,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noreste,2024-06,,,6796.0777,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noreste,2024-07,,,6896.6499,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noreste,2024-08,,,7132.8249,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noreste,2024-09,,,7219.3559,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noreste,2024-10,,,7393.9327,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noreste,2024-11,,,7437.7361,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noreste,2024-12,,,7689.0097,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noreste,2025-01,,,7855.3601,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noreste,2025-02,,,8093.5027,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noreste,2025-03,,,8094.4752,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noreste,2025-04,,,8154.3667,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noreste,2025-05,,,8282.1389,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noreste,2025-06,,,8292.5487,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noreste,2025-07,,,8440.6002,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noreste,2025-08,,,8436.3412,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noreste,2025-09,,,8581.759,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noroeste,2016-12,,,100.0,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noroeste,2017-01,,,103.2973,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noroeste,2017-02,,,105.7554,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noroeste,2017-03,,,110.3367,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noroeste,2017-04,,,113.6514,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noroeste,2017-05,,,113.4864,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noroeste,2017-06,,,115.6338,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noroeste,2017-07,,,117.0676,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noroeste,2017-08,,,117.4203,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noroeste,2017-09,,,120.0309,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noroeste,2017-10,,,121.8653,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noroeste,2017-11,,,123.8373,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noroeste,2017-12,,,126.0922,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noroeste,2018-01,,,128.4308,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noroeste,2018-02,,,131.2291,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noroeste,2018-03,,,135.1951,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noroeste,2018-04,,,137.5469,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noroeste,2018-05,,,141.3104,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noroeste,2018-06,,,144.3665,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noroeste,2018-07,,,147.8402,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noroeste,2018-08,,,151.7988,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noroeste,2018-09,,,161.2657,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noroeste,2018-10,,,168.3157,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noroeste,2018-11,,,174.136,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noroeste,2018-12,,,180.9514,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noroeste,2019-01,,,186.951,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noroeste,2019-02,,,191.3109,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noroeste,2019-03,,,199.3686,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noroeste,2019-04,,,210.1863,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noroeste,2019-05,,,218.9845,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noroeste,2019-06,,,226.4202,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noroeste,2019-07,,,232.6193,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noroeste,2019-08,,,243.1869,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noroeste,2019-09,,,259.728,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noroeste,2019-10,,,265.3289,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noroeste,2019-11,,,272.939,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noroeste,2019-12,,,285.6819,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noroeste,2020-01,,,309.4555,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noroeste,2020-02,,,340.7203,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noroeste,2020-03,,,361.3122,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noroeste,2020-04,,,370.2924,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noroeste,2020-05,,,374.5828,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noroeste,2020-06,,,381.4649,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noroeste,2020-07,,,388.7746,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noroeste,2020-08,,,398.7644,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noroeste,2020-09,,,404.2715,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noroeste,2020-10,,,408.5888,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noroeste,2020-11,,,416.106,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noroeste,2020-12,,,428.4089,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noroeste,2021-01,,,434.286,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noroeste,2021-02,,,448.6161,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noroeste,2021-03,,,459.2331,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noroeste,2021-04,,,475.1456,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noroeste,2021-05,,,487.3182,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noroeste,2021-06,,,498.683,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noroeste,2021-07,,,509.7048,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noroeste,2021-08,,,532.6518,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noroeste,2021-09,,,554.843,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noroeste,2021-10,,,574.8015,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noroeste,2021-11,,,587.2494,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noroeste,2021-12,,,605.8357,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noroeste,2022-01,,,625.823,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noroeste,2022-02,,,658.1576,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noroeste,2022-03,,,704.2057,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noroeste,2022-04,,,750.588,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noroeste,2022-05,,,790.0084,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noroeste,2022-06,,,834.6151,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noroeste,2022-07,,,943.4071,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noroeste,2022-08,,,1101.2551,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noroeste,2022-09,,,1181.0316,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noroeste,2022-10,,,1246.5119,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noroeste,2022-11,,,1286.8393,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noroeste,2022-12,,,1340.3962,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noroeste,2023-01,,,1420.0332,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noroeste,2023-02,,,1545.929,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noroeste,2023-03,,,1721.0086,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noroeste,2023-04,,,1925.7504,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noroeste,2023-05,,,2294.7293,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noroeste,2023-06,,,2609.209,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noroeste,2023-07,,,2845.6305,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noroeste,2023-08,,,3302.0648,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noroeste,2023-09,,,3821.5925,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noroeste,2023-10,,,4189.9693,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noroeste,2023-11,,,4548.9239,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noroeste,2023-12,,,5318.4034,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noroeste,2024-01,,,6275.3981,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noroeste,2024-02,,,6639.5111,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noroeste,2024-03,,,6811.9077,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noroeste,2024-04,,,6798.9839,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noroeste,2024-05,,,6794.8326,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noroeste,2024-06,,,6878.048,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noroeste,2024-07,,,7035.3129,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noroeste,2024-08,,,7094.2236,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noroeste,2024-09,,,7327.8453,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noroeste,2024-10,,,7448.9282,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noroeste,2024-11,,,7628.9218,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noroeste,2024-12,,,7816.4106,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noroeste,2025-01,,,7988.7483,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noroeste,2025-02,,,8107.1746,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noroeste,2025-03,,,8205.9494,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noroeste,2025-04,,,8402.6739,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noroeste,2025-05,,,8590.7884,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noroeste,2025-06,,,8691.2304,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noroeste,2025-07,,,8759.1952,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noroeste,2025-08,,,8857.1535,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Noroeste,2025-09,,,9096.9646,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Pampeana,2016-12,,,100.0,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Pampeana,2017-01,,,101.6897,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Pampeana,2017-02,,,103.782,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Pampeana,2017-03,,,104.9005,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Pampeana,2017-04,,,106.5815,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Pampeana,2017-05,,,108.4813,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Pampeana,2017-06,,,110.3541,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Pampeana,2017-07,,,112.585,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Pampeana,2017-08,,,115.1171,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Pampeana,2017-09,,,117.1764,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Pampeana,2017-10,,,119.4916,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Pampeana,2017-11,,,122.3283,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Pampeana,2017-12,,,125.3499,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Pampeana,2018-01,,,127.1129,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Pampeana,2018-02,,,130.3206,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Pampeana,2018-03,,,132.6517,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Pampeana,2018-04,,,135.7399,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Pampeana,2018-05,,,138.4313,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Pampeana,2018-06,,,143.6718,variaciones,,
"Azúcar, dulces, chocolate, golosinas, etc.",Región Pampeana,2018-07,,,147.2596,variaciones,,
